 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-22-23-127734-58ba0cddc6de-1
trials-all-1  | [coordinator-2] [INFO] [1698542560.319045020] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542560.323437749] [coordinator]: The time of execution of above program is:1.4979052543640137
trials-all-1  | [coordinator-2] [INFO] [1698542560.327240514] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542560.325885598] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.330175333] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.338602813] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542560.342731558] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542560.349501140] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542560.355769753] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542560.381681154] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542560.385495918] [robot]: Action: a_navto
trials-all-1  | [coordinator-2] [INFO] [1698542560.360494462] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542560.363875253] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.367423034] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.391141570] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542560.388957705] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542560.400362000] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542560.408867475] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542560.412204269] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542560.410112399] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542560.413373197] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542560.422682623] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.426566383] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.431962050] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542560.438163667] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542560.441212479] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542560.444852254] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542560.449418972] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542560.473573481] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542560.476642291] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.481523990] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.485359753] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542560.489162519] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542560.486422688] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542560.489962469] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542560.496997035] [coordinator]: The time of execution of above program is:1.6688268184661865
trials-all-1  | [robot-6] [INFO] [1698542560.497802985] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542560.504866549] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.515156914] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.519329656] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.525660265] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542560.531173925] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542560.541761272] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542560.550753716] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542560.555304435] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542560.559683165] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542560.578363012] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542560.582863734] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542560.586847488] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542560.593591072] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.603063487] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.617903571] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542560.621924323] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542560.621275363] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542560.625330113] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542560.633136631] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542560.639029267] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542560.645593862] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.658681054] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.663626748] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542560.671681251] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542560.676204972] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542560.686801318] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542560.694654833] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542560.705300176] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542560.721217193] [coordinator]: The time of execution of above program is:1.8735361099243164
trials-all-1  | [robot-6] [INFO] [1698542560.737638179] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542560.740735988] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542560.747110595] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542560.752844241] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.771501089] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.775755826] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542560.785052252] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542560.791292867] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542560.805876967] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542560.811996589] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698542560.826843673] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542560.830041475] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542560.838759937] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542560.839249907] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542560.846176479] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.865842265] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542560.866355233] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542560.880777343] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542560.891815662] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542560.897123334] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542560.904325889] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542560.914394268] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542560.920909866] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542560.921401835] [coordinator]: The time of execution of above program is:2.0933563709259033
trials-all-1  | [robot-6] [INFO] [1698542560.930018303] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542560.935969936] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542560.936120927] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.962579293] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542560.970817785] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542560.977078398] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542560.981083151] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542560.982715050] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542560.997782120] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.002059856] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542561.018329853] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.023526532] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542561.030185122] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.028076252] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542561.042384370] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542561.049832911] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542561.055406567] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542561.052977717] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.067081848] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542561.067864800] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542561.080646012] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542561.088327538] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.100675777] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.103991573] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542561.105310492] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542561.122177452] [coordinator]: The time of execution of above program is:2.2841217517852783
trials-all-1  | [arm-1] [INFO] [1698542561.125459250] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.129981971] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542561.142783182] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542561.147542888] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542561.151754629] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.158013243] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.167286672] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.172924324] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.185495549] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.189824282] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542561.199562682] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.224687134] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542561.231058741] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542561.235113491] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.245706838] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542561.249765588] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542561.261259879] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542561.265241634] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542561.272281200] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.300271475] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542561.310820825] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542561.313934633] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.325241936] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542561.325465922] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542561.329499673] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542561.329568669] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542561.346820606] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.360070789] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.363617571] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542561.374135922] [coordinator]: The time of execution of above program is:2.5083439350128174
trials-all-1  | [arm-1] [INFO] [1698542561.401002266] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.408869781] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542561.424800799] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542561.429809491] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.435953112] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.448008369] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.459189680] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.464223370] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542561.479148450] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542561.483472183] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542561.481313316] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.492398633] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.498842236] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.514158292] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.528153429] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542561.531568219] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542561.535252992] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.547516236] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.551628982] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542561.549014143] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542561.552304941] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542561.557697608] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542561.567638995] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542561.574019602] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542561.577861365] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542561.575815491] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542561.580500203] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542561.599032060] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542561.601465910] [coordinator]: The time of execution of above program is:2.7593493461608887
trials-all-1  | [robot-6] [INFO] [1698542561.606595594] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542561.607728524] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542561.612839209] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542561.617918896] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.621913650] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542561.631119083] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542561.632386005] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.635658803] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542561.642175401] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542561.641002474] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542561.653775686] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542561.660921246] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542561.661864188] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.674896385] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542561.679631093] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542561.683462856] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542561.687909582] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542561.695076141] [environment]: Responding
