 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [robot-6] [INFO] [1698529239.035072014] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.043055258] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.054484609] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.058556733] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529239.066734984] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529239.074268214] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.078306338] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.087094607] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529239.088667655] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529239.093186794] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529239.094462833] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.107146221] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.112860396] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.116737515] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.114683452] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529239.118768577] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529239.133157018] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.156840743] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529239.161060873] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.166122028] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.183061546] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.189281737] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.203165162] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.208569328] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.216466569] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.222350750] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.239256267] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.243346393] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.247284513] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.262941993] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.274451345] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529239.277609442] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529239.283526623] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.291986882] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.295707996] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.314955586] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.318854705] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.331235084] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.341214390] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.352375732] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.356706865] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.368908238] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.377814511] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529239.381238616] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529239.393882003] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.404452327] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529239.411200533] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529239.427781041] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529239.428511064] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.432215177] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529239.443434521] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529239.448416673] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529239.450208728] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529239.458525983] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.467782266] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529239.472882423] [coordinator]: The time of execution of above program is:2.487905502319336
trials-all-1  | [coordinator-2] [INFO] [1698529239.478687600] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698529239.481487686] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529239.486737847] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529239.503032346] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529239.505289415] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529239.509858555] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529239.524642008] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529239.530793196] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529239.533797288] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.548322733] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529239.556012969] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529239.561593139] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529239.561908149] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.565832269] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.580637723] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529239.586659907] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529239.598447268] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529239.608239568] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.616299815] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529239.619382909] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529239.621619978] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.633103330] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.637882476] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529239.644352674] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529239.658290101] [coordinator]: The time of execution of above program is:2.681889533996582
trials-all-1  | [arm-1] [INFO] [1698529239.658300101] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.666128341] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529239.671134494] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529239.678262713] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.689138046] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529239.696908284] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529239.703070472] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.711392727] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529239.736089484] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529239.740488618] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529239.744262734] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529239.753657022] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.757923152] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.770662543] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529239.771391565] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529239.780905856] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529239.785243989] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529239.782680911] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529239.806189631] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529239.812604827] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529239.816091934] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529239.825389219] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.840232673] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529239.850425985] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529239.855698147] [coordinator]: The time of execution of above program is:2.888047933578491
trials-all-1  | [arm-1] [INFO] [1698529239.859139252] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.876406781] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529239.891135232] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529239.898437456] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529239.902906593] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529239.914330943] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529239.923411221] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529239.935005576] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529239.949369016] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529239.951753089] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.961549389] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529239.977528878] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529239.982439029] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529239.981993015] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529239.986209144] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.003190664] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.014009994] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529240.020766200] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529240.034778628] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.047949029] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.053993214] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.062437471] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529240.069477686] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529240.080930035] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529240.091782366] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529240.098787580] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529240.102880705] [coordinator]: The time of execution of above program is:3.1361305713653564
trials-all-1  | [robot-6] [INFO] [1698529240.099324596] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.103038709] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.133493638] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.137749768] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529240.146521035] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529240.152425216] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.156388336] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529240.162868534] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529240.166263638] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.177556982] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529240.188854327] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.193627472] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.191516408] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.195296523] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.198829631] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.208920939] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529240.212160037] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529240.217399197] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.219926274] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.228422533] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.233518689] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529240.251419235] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529240.255675365] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529240.264684639] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529240.271515848] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529240.281561154] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529240.285818284] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529240.289861407] [coordinator]: The time of execution of above program is:3.3231232166290283
trials-all-1  | [arm-1] [INFO] [1698529240.297107628] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.306492914] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529240.323031419] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.328911598] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529240.333314732] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529240.338420888] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529240.355846420] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529240.358419498] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.362497622] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.359810541] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.374913001] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529240.382768241] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.394118587] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529240.401963826] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529240.414091196] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.424740521] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529240.426187565] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529240.440500001] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529240.442853073] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529240.449040262] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529240.457518520] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529240.469921899] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.473969022] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529240.474275032] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529240.478083148] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529240.488300459] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529240.492290581] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529240.498259763] [coordinator]: The time of execution of above program is:3.515410900115967
trials-all-1  | [arm-1] [INFO] [1698529240.519927424] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529240.523057519] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529240.529414713] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529240.535440897] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529240.543119131] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529240.547001250] [arm]: Doing a_pick_up_sample
