 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [robot-6] [INFO] [1698533681.863231054] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533681.875183716] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533681.875981693] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [arm-1] [INFO] [1698533681.882700503] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533681.892798217] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533681.892419228] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698533681.901608968] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533681.908524772] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [robot-6] [INFO] [1698533681.909049757] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533681.921022418] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533681.930095161] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533681.940019880] [robot]: Action: a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698533681.952086539] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533681.955649438] [robot]: Doing a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698533681.972895950] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533681.977080831] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698533681.988709502] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533681.989652475] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698533682.004465056] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.008067954] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.021541573] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533682.024389493] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698533682.029212356] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533682.031754284] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698533682.037094133] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.040764029] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533682.039116076] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [robot-6] [INFO] [1698533682.059970486] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.070816179] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.075209055] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.090652618] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.094828500] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.098733390] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.107099153] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533682.121091757] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533682.122387721] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533682.133618403] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.137504293] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533682.135478350] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533682.139388240] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533682.148178991] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.152248876] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533682.165957488] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533682.174746239] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.179004119] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533682.178098145] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533682.181861038] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533682.192484738] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533682.196822615] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.200206519] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.209689251] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.213477144] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533682.216045071] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533682.221520916] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533682.225090815] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533682.223564859] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533682.236132503] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533682.240731373] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.245230246] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533682.244918255] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533682.248346158] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533682.259637838] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533682.268327592] [coordinator]: The time of execution of above program is:1.8900375366210938
trials-all-1  | [robot-6] [INFO] [1698533682.275683384] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.285784099] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533682.288553020] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533682.294386855] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533682.297056780] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.301248661] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.304610566] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.314662282] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.316511229] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533682.331118816] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.340200559] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.346620378] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.356568096] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.361015971] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.364930860] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.357255077] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698533682.371396677] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533682.378048489] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533682.368176768] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.393150062] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.400911842] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.409323604] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.413647482] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.417627369] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533682.437507807] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533682.437670802] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.450971426] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533682.455993284] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.459544183] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.471720839] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533682.475444734] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533682.485001463] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533682.482464535] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533682.500428027] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.510544741] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.521966418] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533682.539367926] [coordinator]: The time of execution of above program is:2.147285223007202
trials-all-1  | [robot-6] [INFO] [1698533682.543998795] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.554941485] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.559951343] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533682.564661210] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533682.570958032] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533682.577289853] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.583218685] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.579384794] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533682.583934665] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.587824555] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.603991098] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.614356804] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533682.617656711] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533682.621554601] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533682.651615750] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533682.651860744] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533682.660074511] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533682.668673268] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533682.678037003] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533682.686777756] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533682.691199631] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533682.692627590] [coordinator]: The time of execution of above program is:2.328378200531006
trials-all-1  | [coordinator-2] [INFO] [1698533682.696819472] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533682.701609336] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.707768162] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.711568055] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533682.722337750] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533682.735789369] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.739354269] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.746633063] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.750625950] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.736586347] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533682.740236244] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.767693467] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.769900405] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698533682.782760041] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533682.786704929] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.790362826] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.801754504] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.805953385] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.826405806] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533682.833626602] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533682.841733373] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533682.845846256] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.853338044] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.858105910] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533682.853780032] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533682.857714921] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533682.868630612] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533682.880800268] [coordinator]: The time of execution of above program is:2.4992783069610596
trials-all-1  | [arm-1] [INFO] [1698533682.890495993] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533682.898998753] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533682.904336602] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533682.905278575] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.912120382] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533682.915578284] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533682.919705167] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.929660885] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533682.942045535] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533682.944762458] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.955197163] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533682.963962915] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533682.972632670] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533682.988098232] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533682.996424997] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533683.002800817] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.007186693] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.024093215] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533683.036861854] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533683.041503723] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533683.056577297] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533683.061777150] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533683.070198912] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533683.081439594] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.087476423] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.091448311] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.110281779] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.120889479] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533683.130484207] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533683.139984939] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.151565612] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.155348505] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533683.166908178] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533683.171050061] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533683.170434078] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.175376939] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533683.177694873] [coordinator]: The time of execution of above program is:2.812594413757324
trials-all-1  | [arm-1] [INFO] [1698533683.196071354] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533683.204797107] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533683.205043100] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533683.214578830] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533683.218686714] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533683.227664461] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533683.241048082] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533683.247288906] [arm]: Action result: False
