 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [robot-6] [INFO] [1698538340.102354992] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.108330920] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.117476808] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.124501722] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.124879718] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538340.129219665] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.136191580] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538340.139056545] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538340.143187494] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538340.147148446] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538340.142224506] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.145994460] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.165704220] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.169864169] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.174099117] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.177743073] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.171377151] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538340.183482003] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538340.184415992] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538340.187379955] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538340.197762829] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538340.203793755] [coordinator]: The time of execution of above program is:1.5826966762542725
trials-all-1  | [coordinator-2] [INFO] [1698538340.207465711] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538340.204657745] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.208381699] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.214601624] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.221034545] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.232416406] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538340.235094374] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538340.237097349] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.252803158] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.256716110] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.260482064] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.264378016] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.253764146] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.257957095] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538340.261672049] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538340.275657879] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.279737829] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538340.285273762] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538340.290046703] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538340.288109727] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.302083557] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.306902498] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538340.321185324] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538340.324108288] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.331366199] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.336164141] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.354765914] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.361125837] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.365130788] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.361932827] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538340.378569624] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538340.379122617] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538340.389228494] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538340.390368480] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.394271432] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.408570258] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.412926205] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538340.413029204] [coordinator]: The time of execution of above program is:1.7736625671386719
trials-all-1  | [arm-1] [INFO] [1698538340.425673049] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538340.434929936] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538340.441792853] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538340.444978814] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.457060667] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.467786536] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.474488454] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.483187348] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538340.483596343] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538340.487849291] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.502614111] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538340.504875083] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.509285030] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.520712890] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.524837840] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538340.520894888] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538340.525122837] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538340.528985789] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538340.533242737] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.538343675] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.557951436] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.548024557] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538340.567359321] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538340.573276249] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538340.586166092] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538340.597785950] [coordinator]: The time of execution of above program is:1.9576551914215088
trials-all-1  | [robot-6] [INFO] [1698538340.599858925] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538340.602294895] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538340.607039837] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538340.613500759] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.622016655] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.626737597] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.635435491] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.641371419] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.648078337] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538340.651589294] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.656160238] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538340.667524100] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.671617050] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538340.669829072] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538340.674753012] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538340.678487966] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538340.690210823] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.698415723] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.696044752] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538340.709509588] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538340.714768524] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538340.718856474] [coordinator]: The time of execution of above program is:2.0993003845214844
trials-all-1  | [arm-1] [INFO] [1698538340.721688439] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.726418382] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538340.751173080] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538340.751269079] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.755628025] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.773530807] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.777649757] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.782043703] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538340.788905620] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538340.806503405] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538340.807105398] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.817512271] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538340.826584160] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.833612074] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538340.849907876] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538340.851486856] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.857057788] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538340.866406674] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.875130568] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538340.875828559] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538340.879756512] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538340.893004350] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.906984179] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538340.917211055] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538340.925641952] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538340.930213896] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538340.927810925] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538340.940734768] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538340.951301639] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538340.963544490] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538340.967203445] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538340.973620367] [coordinator]: The time of execution of above program is:2.3357346057891846
trials-all-1  | [robot-6] [INFO] [1698538340.982183262] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538340.991604147] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.002809011] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538341.005667976] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538341.019779804] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538341.026787719] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538341.033499637] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.041102544] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538341.046800475] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538341.047791463] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.066088240] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538341.073730147] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538341.083319030] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538341.090208946] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538341.094815890] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.104263774] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.108590722] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538341.118049606] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538341.125075521] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538341.126376505] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.148910230] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538341.161457077] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538341.162646063] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538341.166280019] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538341.170741964] [coordinator]: The time of execution of above program is:2.55067777633667
trials-all-1  | [robot-6] [INFO] [1698538341.178539869] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.190353725] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.194821671] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538341.199439614] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538341.195166667] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538341.207174520] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538341.215716416] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538341.219559369] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538341.239112131] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538341.240892109] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538341.250297995] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538341.265639808] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538341.282012608] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538341.282846598] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538341.291639491] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538341.292762477] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538341.300844379] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538341.304842330] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538341.308660283] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538341.315169204] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538341.323544102] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538341.334309971] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538341.334396970] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538341.340770892] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538341.351028767] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538341.355136717] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538341.358876671] [coordinator]: The time of execution of above program is:2.7397024631500244
trials-all-1  | [arm-1] [INFO] [1698538341.356617699] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538341.360305654] [arm]: Doing a_pick_up_sample
