 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [environment-3] [INFO] [1698541597.788253610] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541597.792096604] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541597.791818604] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541597.797243596] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541597.815677569] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541597.820839561] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541597.824369556] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541597.837110537] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541597.840734531] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541597.839320533] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541597.843705527] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541597.857474506] [coordinator]: The time of execution of above program is:1.5633046627044678
trials-all-1  | [robot-6] [INFO] [1698541597.851167516] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541597.855867509] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541597.869181489] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541597.872892483] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541597.876253478] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541597.880245472] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541597.888277460] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541597.898007446] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541597.899187444] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541597.909483428] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541597.913340423] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541597.918671415] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541597.925240405] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541597.931444396] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541597.936034389] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541597.942892378] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541597.947020372] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541597.950790367] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541597.954199361] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541597.958328355] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541597.958219355] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541597.962455349] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541597.968872340] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541597.978109326] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541597.981959320] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541597.989331309] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541597.993629302] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.000742292] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.007046282] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.009429279] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541598.013712272] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541598.015782269] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.026561253] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.031253246] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541598.036448238] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.036318238] [coordinator]: The time of execution of above program is:1.733321189880371
trials-all-1  | [coordinator-2] [INFO] [1698541598.039711233] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541598.043696227] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.049034219] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.057478206] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541598.058089205] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541598.068886189] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.073823182] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541598.088596159] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541598.080095172] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.098201145] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541598.102500138] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.110143127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.114403120] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541598.125393104] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541598.139100083] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541598.127453101] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.134021091] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.138373084] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541598.155050059] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.166769042] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.170749036] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541598.183035017] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541598.192962002] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.197118996] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.206627981] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541598.220374961] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541598.227244950] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541598.233390941] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.239860931] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541598.244268925] [coordinator]: The time of execution of above program is:1.959575891494751
trials-all-1  | [robot-6] [INFO] [1698541598.242582927] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.246495921] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.269274887] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541598.270694885] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.273468881] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541598.282729867] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.286761861] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541598.285632862] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.295366848] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.311669823] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541598.315801817] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.325190803] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.329729796] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541598.333018791] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541598.337404784] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541598.341641778] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541598.344229774] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.354961758] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.362956746] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541598.370466734] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541598.386323711] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.393027700] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.397112694] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.398143693] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541598.401970687] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541598.413573669] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.418119663] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541598.428457647] [coordinator]: The time of execution of above program is:2.121558666229248
trials-all-1  | [coordinator-2] [INFO] [1698541598.432813640] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541598.431127643] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.436949634] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541598.445160622] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.450152614] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.458059602] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.461595597] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541598.465588591] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541598.482551565] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.494130548] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.498424542] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.502262536] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541598.496651544] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541598.500692538] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541598.504126533] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541598.516356515] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541598.529877494] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541598.542024476] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.548512466] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541598.552624460] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541598.552900459] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.562959444] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.567147438] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.571085432] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.575945425] [coordinator]: The time of execution of above program is:2.2722835540771484
trials-all-1  | [coordinator-2] [INFO] [1698541598.580788417] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541598.600922387] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.604360382] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541598.610046373] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.625987349] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541598.646721318] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.647939316] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541598.651720310] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541598.656873303] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541598.653708307] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.671525281] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541598.680249267] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541598.685350260] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.698580240] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.702632234] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541598.704745231] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541598.709221224] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541598.723253203] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.733936187] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.736312183] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541598.750643161] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541598.761263145] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.773040128] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541598.773720127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.778295120] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.791620100] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541598.796210093] [coordinator]: The time of execution of above program is:2.51131010055542
trials-all-1  | [coordinator-2] [INFO] [1698541598.800612086] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541598.816956061] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.822161054] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541598.827851045] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.834009036] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541598.846539017] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.850903010] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541598.860998995] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541598.869515982] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541598.877269970] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.881809964] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541598.894774944] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541598.899138937] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541598.902981932] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541598.900115936] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541598.903855930] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.930311890] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541598.937884879] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.947428865] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541598.947687864] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541598.952463857] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541598.959107847] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541598.968713833] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541598.973857825] [coordinator]: The time of execution of above program is:2.6720666885375977
trials-all-1  | [coordinator-2] [INFO] [1698541598.978313818] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541598.983022811] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541598.983907810] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541598.994002794] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541598.998025788] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.005234778] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541599.010731769] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541599.007193775] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541599.021194753] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541599.025653746] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541599.030209740] [environment]: Action: a_navto
