 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [environment-3] [INFO] [1698541996.129134956] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541996.132665754] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541996.137328486] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541996.137320486] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541996.160025183] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541996.161880076] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541996.165783852] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541996.171922500] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.179825046] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541996.185444723] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541996.189006519] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541996.193183279] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541996.196567085] [coordinator]: The time of execution of above program is:1.590618371963501
trials-all-1  | [arm-1] [INFO] [1698541996.194384210] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541996.198708962] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541996.207513456] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541996.214751041] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.222136617] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541996.227594303] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541996.256902621] [robot]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541996.236812774] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541996.241048531] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541996.238192695] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541996.241948479] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541996.245243290] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.261663347] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541996.267588007] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541996.269483898] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.280505266] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541996.286924897] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541996.286898899] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541996.304482889] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541996.311965459] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541996.316134220] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541996.310113566] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541996.314552311] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541996.322754840] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.566510845] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541996.571854539] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541996.582531925] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541996.592348362] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541996.604045690] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541996.610174338] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541996.613998119] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541996.618623853] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541996.621630681] [coordinator]: The time of execution of above program is:2.011460304260254
trials-all-1  | [coordinator-2] [INFO] [1698541996.646019281] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541996.650241038] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541996.651533964] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.665632154] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541996.674268659] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541996.692731599] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541996.710757564] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541996.722822871] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541996.740991828] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541996.741202816] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541996.745256583] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541996.755730982] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541996.761043677] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541996.774628897] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541996.776435793] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541996.790745971] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541996.796702629] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541996.801693343] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541996.805989096] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541996.821492206] [coordinator]: The time of execution of above program is:2.1992433071136475
trials-all-1  | [coordinator-2] [INFO] [1698541996.825531974] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541996.829150766] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541996.829486747] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541996.841682047] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541996.846479772] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541996.860017994] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541996.865657670] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541996.871047361] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.883928622] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541996.896771884] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.909956127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541996.915981781] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541996.917196711] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541996.921788448] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541996.933471777] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541996.956818437] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541996.966022908] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541996.972964510] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541996.985037817] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541996.990252517] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541996.996748144] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.000660920] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541997.000202946] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541997.003809739] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541997.007777511] [coordinator]: The time of execution of above program is:2.4014925956726074
trials-all-1  | [arm-1] [INFO] [1698541997.010207372] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.017473956] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.025227511] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.034157999] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541997.046617285] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541997.049367127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541997.050782046] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541997.057866640] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.082645220] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541997.112668499] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541997.122795918] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541997.129694523] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.134101270] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.136964106] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541997.156285999] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541997.163547583] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541997.171716114] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.175916874] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.193856845] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.198580574] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.211503834] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.221268274] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.233229588] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.245943860] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.260304036] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.274280235] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.281304833] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.289006391] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.298881825] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541997.304582498] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541997.308689263] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541997.305411451] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541997.323430418] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541997.323434418] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.333197858] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541997.339380504] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541997.346553093] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.353666685] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.362300190] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541997.364951038] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541997.377048345] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541997.384280930] [coordinator]: The time of execution of above program is:2.762489080429077
trials-all-1  | [arm-1] [INFO] [1698541997.390870552] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.396920206] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.401449946] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.409296496] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.415286153] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.419206928] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541997.420798837] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541997.425662558] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541997.436156957] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.440305719] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541997.451307088] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541997.458351684] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541997.462186464] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541997.466256231] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.474804741] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.482279313] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.487918989] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541997.493216686] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541997.497393446] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541997.498083407] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541997.501308222] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541997.514009494] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541997.519548176] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.525630828] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541997.530799532] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541997.532338443] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541997.536071229] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541997.540240990] [coordinator]: The time of execution of above program is:2.9336531162261963
trials-all-1  | [robot-6] [INFO] [1698541997.541702907] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.549369467] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.561071796] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.567992400] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.574077051] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541997.579864719] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541997.580108705] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541997.584632446] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541997.595591818] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.601768464] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541997.610127984] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.617844542] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541997.617900539] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541997.627410994] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541997.628572927] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541997.637603410] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.643607065] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541997.643740058] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541997.655939358] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.659605148] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541997.656702315] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541997.660166116] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541997.670073548] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541997.674366302] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541997.680307962] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541997.684232737] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541997.683647770] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541997.696043060] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541997.710075255] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541997.713844039] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541997.712720104] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541997.719705703] [coordinator]: The time of execution of above program is:3.1102051734924316
